lugar,tipo_daño,entrecalles,colonia,calle,numero_exterior,atrapados,lesionados,desaparecidos,fallecidos,rescatados,link_google_maps,dirección_completa,lat,lon,entidad,tipo_reporte,necesidades,delegacion,descripcion,Fecha de creación,Última actualización
NA,NA,Victor Hugo y Bismark,,Calzada de Tlalpan,550,,,,,,"http://maps.google.com/maps?q=loc:19.3980853,-99.1369766","Calzada de Tlalpan 550 , Benito Juarez ,ciudad de mexico",19.3980853000,-99.1369766000,Distrito Federal,,,Benito Juarez,4 torres con daños visibles  para 400 familias,,
Departamentos,Grietas,Víctor Hugo y Bismark,,Avenida México,117,,,,,,"http://maps.google.com/maps?q=loc:19.4101754,-99.1697135","Av México 117, Hipódromo, 06100 Ciudad de México, CDMX, Mexico",19.4101754000,-99.1697135000,NA,,,Cuauhtémoc,"Muros derrumbados dentro del departamento, grietas grandes dentro y fuera, vidrios rotos y muchos daños.",,
Oficinas,Grietas,Victor hugo y Leibniz,,Insurgentes sur,2177,,,,,,"http://maps.google.com/maps?q=loc:19.2744184,-99.1679554","Insurgentes sur 2177 , Coyoacan ,ciudad de mexico",19.2744184000,-99.1679554000,CDMX,,,Coyoacan,"Grietas en todos los pisos del edificio, escombros y lámparas rotas",,
Oficinas,Grietas,Victor Hugo y Melchor Ocampo,,Insurgentes Sur,487,,,,,,"http://maps.google.com/maps?q=loc:19.4043255,-99.1691441","Insurgentes Sur 487 , Cuauhtemoc ,ciudad de mexico",19.4043255000,-99.1691441000,"Cdmx, Cuauhtemoc, Condesa",,,Cuauhtemoc,Muchas grietas y hoyos.... favor de revisar... hasta ahorita no parece un lugar habitable y es mi casa :c,,
NA,NA,Viena,,Roma,33,,,,,,"http://maps.google.com/maps?q=loc:19.4295526,-99.1576791","Roma 33 , Cuauhtémoc ,ciudad de mexico",19.4295526000,-99.1576791000,Cdmx,,,Cuauhtémoc,NA,,
NA,NA,villa del rey y villa caferata,,villa cid,mz32 lt33,,,,,,"http://maps.google.com/maps?q=loc:19.3266728,-99.0412051","Villa Cid 32, Desarrollo Urbano Quetzalcóatl, 09700 Ciudad de México, CDMX, Mexico",19.3266728000,-99.0412051000,México,,,iztapalapa,Agrietamiento y asentamientos,,
Departamentos,Grietas,Villalongin y Río nazas,,Norte  3,237,,,,,,"http://maps.google.com/maps?q=loc:19.4235521,-99.0911884","Norte  3 237 , Venustiano Carranza ,ciudad de mexico",19.4235521000,-99.0911884000,Ciudad de Mexico,,,Venustiano Carranza,Grietas a lo largo de las ventanas de varios departamentos,,
Casa,Derrumbe parcial,Xochiquetzal y Carretera a Tláhuac,,Av chapultepec,328,,,,,,"http://maps.google.com/maps?q=loc:19.4230391,-99.1643976","Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4230391000,-99.1643976000,Col roma,,,Cuauhtemoc,Daño estructural grietas enormes en escaleras pisos muros y habitaciones,,
NA,NA,Xocongo,,Manuel José Othón,205,,,,,,"http://maps.google.com/maps?q=loc:19.4142194,-99.13232","Manuel José Othón 205, Cuauhtémoc, 06820 Ciudad de México, CDMX, Mexico",19.4142194000,-99.1323200000,Tránsito,,,Cuauhtémoc,Grietas en áreas comunes,,
Comercio,Derrumbe parcial,xocongo y clavijero,,Cuauhtémoc y diagonal de san Antonio,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3959619,-99.1560554","Cuauhtémoc y diagonal de san Antonio   , Benito Juárez ,ciudad de mexico",19.3959619000,-99.1560554000,NA,,,Benito Juárez,"Se derrumbó parcial y hay temor de los vecinos de que se caiga me los edificios de los lados , el edificio es el de gobierno en la esquina de cuauhtemoc y diagonal de san Antonio en Narvarte",,
Departamentos,Derrumbe parcial,Xocongo y Clavijero,,Fortin Chimalistac paseo Del Río 111 casa 1520,111,,,,,,,"Fortin Chimalistac paseo Del Río 111 casa 1520 111 , Coyoacan ,ciudad de mexico",,,Cdmx,,,Coyoacan,Barda colindante de piedra protegida x INAH cae sobre patio trasero destruyéndolo y rompiendo cristales de sala hay riesgos de que siga derrumbándose,,
Casa,Grietas,Xocoyote y Xochistlan,,Maimonides,528,,,,,,"http://maps.google.com/maps?q=loc:19.4347502,-99.1898136","Maimonides 528 , Miguel Hidalgo ,ciudad de mexico",19.4347502000,-99.1898136000,CD.MX. POLANCO,,,Miguel Hidalgo,Muchas grietas en varios departamentos está preocupante,,
NA,Fuga de agua otros edificios vecinos afectados transformadores peligrosos,Xola entre Navarra y Galicia,,Xola,32,,,,,,"http://maps.google.com/maps?q=loc:19.3952498,-99.1449786","Xola 32, Álamos, 03400 Benito Juárez, CDMX, Mexico",19.3952498000,-99.1449786000,Ciudad de mexico,,,Benito Juarez,Edificios afectados con una caida de pared escaleras de un local al lado hundidas y transformadores peligrosos,,
,,xola y bolivar,,,,,,,,,"https://www.google.com.mx/maps/place/Eje+4+Sur+%26+Calle+Bolivar,+%C3%81lamos,+03400+Ciudad+de+M%C3%A9xico,+CDMX/@19.3948528,-99.1462771,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1fefd0b7b00dd:0x9fbd57e83b24b7d!8m2!3d19.3948528!4d-99.1440884?hl=es-419",,19.3948528000,-99.1462771000,,,,,,,
Departamentos,Grietas,Xola y Diagonal de San Antonio,,Mitla,23,,,,,,"http://maps.google.com/maps?q=loc:19.3991286,-99.1494383","Mitla 23, Narvarte Oriente, 03020 Ciudad de México, CDMX, Mexico",19.3991286000,-99.1494383000,México,,,Benito Juárez,Daño de.la.fachada,,
NA,NA,Xola y Diagonal San Antonio,,Uxmal,147,,,,,,"http://maps.google.com/maps?q=loc:19.396328,-99.1545348","Uxmal 147 , Benito Juárez ,ciudad de mexico",19.3963280000,-99.1545348000,Ciudad de México,,,Benito Juárez,NA,,
NA,NA,Xola y diagonal San Antonio,,Pestalozzi,408,,,,,,"http://maps.google.com/maps?q=loc:19.395742,-99.1581838","Calle J. Enrique Pestalozzi 408, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3957420000,-99.1581838000,Ciudad de México,,,Benito Juárez,Caída de aplanado de la fachada grietas en la base y los costados. Cauda parcial de una parte de la construcción en planta baja,,
NA,NA,Xola y la morena,,Cuauhtemoc,579,,,,,,"http://maps.google.com/maps?q=loc:19.3975043,-99.1560232","Cuauhtemoc 579 , Benito Juárez ,ciudad de mexico",19.3975043000,-99.1560232000,CD.MX.,,,Benito Juárez,Cuarteaduras diagonales en paredes  separación del techo del muro  descuadramiento de puertas y cristales rotos,,
NA,NA,xola y morena,,pitagoras,316,,,,,,"http://maps.google.com/maps?q=loc:19.3978081,-99.1571823","Calle Pitágoras 316, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3978081000,-99.1571823000,ciudad de mexico,,,benito juarez,grietas en . paredes y columnas,,
NA,NA,Xola y morena,,Adolfo prieto,125,,,,,,"http://maps.google.com/maps?q=loc:19.3992288,-99.1660131","Adolfo Prieto 125, código 2, Col del Valle Nte, 03103 Ciudad de México, CDMX, Mexico",19.3992288000,-99.1660131000,Ciudad de mexico,,,Benito Juarez,Grietas en los edificios,,
NA,NA,Xola y MorenaFtacturas,,Juan Sánchez Azcona,334,,,,,,"http://maps.google.com/maps?q=loc:19.3973528,-99.16007","Juan Sánchez Azcona 334 , Benito Juárez ,ciudad de mexico",19.3973528000,-99.1600700000,Ciudad de México,,,Benito Juárez,Fracturas en 3 de 5 pisos,,
NA,NA,XOLA Y PEDRO ROMERO DE TERREROS,,NICOLAS SAN JUAN,457,,,,,,"http://maps.google.com/maps?q=loc:19.3943507,-99.1612135","Nicolás San Juan 457, Col del Valle Nte, 03100 Del Valle Nte, CDMX, Mexico",19.3943507000,-99.1612135000,CIUDAD DE MÉXICO,,,BENITO JUAREZ,UNA GRIETA A LO LARGO DE LAS ESCALERAS DEL EDIFICIO Y GRIETAS EN DIAGONAL EN VARIOS DEPARTAMENTOS. EN EL DEPARTAMENTO 6 DEL SEGUNDO PISO SE CAYÓ UN MURO.,,
Departamentos,Grietas,Xola y Romero de Terreros,,Mitla,23,,,,,,"http://maps.google.com/maps?q=loc:19.3991286,-99.1494383","Mitla 23, Narvarte Oriente, 03020 Ciudad de México, CDMX, Mexico",19.3991286000,-99.1494383000,NA,,,Benito Juárez,"Fachada cuarteada, desprendimiento parte de fachada, cuarteaduras en interior departamento 2 muy evidentes.",,
Departamentos,Derrumbe total,Xola y Viaducto,,Dinteles,26,,,,,,"http://maps.google.com/maps?q=loc:19.2617181,-99.118375","Dinteles 26, Jardines del Sur, 16050 Ciudad de México, CDMX, Mexico",19.2617181000,-99.1183750000,NA,,,Xochimilco,Grietas 2.5 mts de altura y de 3-4 mts de largo,,
Departamentos,Grietas,Y eje 11 y Eje 9,,Xochicalco,121,,,,,,"http://maps.google.com/maps?q=loc:19.3970237,-99.1538642","Xochicalco 121, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3970237,-99.1538642,NA,,,Benito Juarez,Grietas en áreas comunes y en Departamentos,,
NA,NA,Ya atas y Uxmal,,Cumbres de maltrata,155,,,,,,"http://maps.google.com/maps?q=loc:19.3949625,-99.1551716","Cumbres de maltrata 155 , Benito Juárez ,ciudad de mexico",19.3949625000,-99.1551716000,Cdmx,,,Benito Juárez,Grietas sobre muros de forma horizontal no se tienen las medidas,,
NA,NA,Yacatas,,Xola,1301,,,,,,"http://maps.google.com/maps?q=loc:19.3955662,-99.1550451","Xola 1301, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3955662000,-99.1550451000,Narvarta,,,Narvarte,NA,,
NA,NA,Yacatas y Cuauhtemoc,,Luz Saviñon,1358,,,,,,"http://maps.google.com/maps?q=loc:19.3906509,-99.1559838","Luz Saviñon 1358 , Benito Juarez ,ciudad de mexico",19.3906509000,-99.1559838000,Navarte poniente,,,Benito Juarez,Grieta en parte baja del edificio,,
Oficinas,Derrumbe parcial,Yacatas y cuauhtemoc y Diagonal de san Antonio,,Medellin,281,,,,,,"http://maps.google.com/maps?q=loc:19.4071294,-99.1635906","Medellín 281, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4071294000,-99.1635906000,NA,,,Cuauhtémoc,Grietas diagonales muy profundas en muros y columnas en la PB y primer piso.,,
Casa,Otro,Zacany y Justina,,Gobernador José María Tornel,3,,,,,,"http://maps.google.com/maps?q=loc:19.411529,-99.1827839","Gobernador José María Tornel 3, San Miguel Chapultepec II Secc, 11850 Ciudad de México, CDMX, Mexico",19.4115290000,-99.1827839000,CDMX,,,Miguel Hidalgo,Todo el edificio tiene grietas terribles,,
Departamentos,Grietas,Zacatecas y Querétaro,,Bolívar,31,,,,,,"http://maps.google.com/maps?q=loc:19.4327461,-99.1386411","Bolívar 31 , Cuauhtémoc ,ciudad de mexico",19.4327461000,-99.1386411000,NA,,,Cuauhtémoc,El edificio se cuarteo en diagonal,,
NA,NA,Zacatecas y Querétaro,,Avenida Yucatán,69,,,,,,"http://maps.google.com/maps?q=loc:19.4145256,-99.1637567","Av. Yucatan 69, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4145256000,-99.1637567000,Ciudad de México,,,Cuauhtémoc,El edificio está lleno de grietas  atrás se cayó un edificio también,,
Departamentos,Grietas,Zacatepetl y Picacho,,Av. Coyoacán,1625,,,,,,"http://maps.google.com/maps?q=loc:19.3664684,-99.1727289","Av. Coyoacán 1625, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3664684000,-99.1727289000,Ciudad de México,,,Benito Juárez,Superficial. Grieta en loseta y grieta en la unión del marco de la puerta y la pared.,,
Departamentos,Grietas,Zaeagoza y NA,,Durango 11,11,,,,,,"http://maps.google.com/maps?q=loc:19.4226071,-99.1552628","Cjon. Durango 11, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4226071000,-99.1552628000,Cuauhtemoc,,,Cuauhtemoc,Fuga grande de agua,,
Departamentos,Derrumbe parcial,Zamora y Circuito Interior,,"Carretera Tenancingo-Villa Guerrero, kilometro 1.5, Santa Ana Ixtlahuatzingo",NA,,,,,,"http://maps.google.com/maps?q=loc:18.9681186,-99.6140313","Carretera Tenancingo-Villa Guerrero, kilometro 1.5, Santa Ana Ixtlahuatzingo   , Tenancingo, Estado de México ,ciudad de mexico",18.9681186000,-99.6140313000,Centro Universitario UAEM Tenancingo,,,"Tenancingo, Estado de México",Partes colpasadas y agrietamiento en edificios de la Universidad.,,
Casa,Otro,Zanahoria y Torbisco,,Calle A,43,,,,,,"http://maps.google.com/maps?q=loc:19.550222,-99.0796238","Calle A 43, Tepeolulco, 55310 Ecatepec de Morelos, Méx., Mexico",19.5502220000,-99.0796238000,"Ecatepec de Morelos, Estado de Mexico",,,Tolotzin V San Francisco Xalostoc,Grieta en una barda,,
Departamentos,Derrumbe total,Zapata y Repúblicas,,Castilla,182,,,,,,"http://maps.google.com/maps?q=loc:19.395576,-99.1430215","Castilla 182, Álamos, 03400 Ciudad de México, CDMX, Mexico",19.3955760000,-99.1430215000,NA,,,Benito Juárez,Edificio ladeado,,
Departamentos,Grietas,Zaragoza y Av Guerrero,,torres adalid,208,,,,,,"http://maps.google.com/maps?q=loc:19.3922144,-99.1704631","torres adalid 208 , benito juarez ,ciudad de mexico",19.3922144,-99.1704631,cdmx,,,benito juarez,daños a 10 departamentos con cuarteaduras,,
Departamentos,Grietas,Zarco y Cda de estrella,,Tepanco 17 Bis,17,,,,,,,"Tepanco 17 Bis 17 , Coyoácan ,ciudad de mexico",,,Coyoácan Ciudad de México,,,Coyoácan,Se hicieron grietas en piso y paredes de varias partes de mi casa,,
NA,NA,Zarco y lerdo,,Flores magon,44,,,,,,"http://maps.google.com/maps?q=loc:19.4515011,-99.1427951","Av. Ricardo Flores Magón 44, Guerrero, 06300 Ciudad de México, CDMX, Mexico",19.4515011000,-99.1427951000,Guerrero,,,Cuahutemoc,No lo sabemos pero pedimos lo revisen vivimos a un lado  con miedo a que se caiga por favor vengan. No nos hacen caso  esperemos ahora sí por favor,,
Casa,Derrumbe parcial,Zoquipa y Vallarino,,Carretera a las cabañas km 18.5 fraccionamiento cañada real,NA,,,,,,,"Carretera a las cabañas km 18.5 fraccionamiento cañada real   , Tepotzotlán ,ciudad de mexico",,,Tepotzotlán estado de México,,,Tepotzotlán,Fracturas en piso y paredes,,
,,,Alamos,Niños Heroes y Eje Central ,,si,,,,,"https://www.google.com.mx/maps/place/Dr+Jos%C3%A9+Mar%C3%ADa+Vertiz+958,+Narvarte+Oriente,+03020+Ciudad+de+M%C3%A9xico,+CDMX/@19.3866464,-99.1538987,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff0748f89eeb:0xba40790cdc0048c8!8m2!3d19.3866414!4d-99.15171",,,-99.1493405000,Ciudad de México ,,,,,,
,daño mayor,,Centro histórico,Simón Bolivar,156,Requieren equipo de rescate,No se tiene información,No se tiene información,No se tiene información,No se tiene información,"https://www.google.com/maps/place/Sim%C3%B3n+Bol%C3%ADvar+156,+Centro+Hist%C3%B3rico,+Centro,+06000+Ciudad+de+M%C3%A9xico,+CDMX,+M%C3%A9xico/@19.4298511,-99.1393176,19z/data=!4m5!3m4!1s0x85d1fed375a727df:0xe7ad65e835103742!8m2!3d19.4299801!4d-99.1388938","Simón Bolivar 156, Centro histórico",22.1527271000,-100.9815977000,,,,,,,
,derrumbe,,"Col. Educación, Coyoacán",Tlalpan Fovisste y Calzada de Tlalpan,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,Barriga Barriga José Trinidad,"Tlalpan Fovisste y Calzada de Tlalpan , Col. Educación, Coyoacán",,,,,,,,,
autopista,derrumbe,,Condesa,Tamaulipas,30,si y hay fuga de gas,,,,,"Calz. de Tlalpan 1112, Nativitas, 16459 Ciudad de México, CDMX",,,-99.1722197000,Ciudad de México ,,,,,,
,,,del parque,celio robledo,3,,,,,,,,,,,,,,,,
residencial,daño mayor,,Del Valle,Tlacoquemecatl,108,,,,,,https://goo.gl/maps/AJBNLZSJB8M2,,19.3780309000,-99.1746147000,CDMX,,,https://www.facebook.com/media/set/?set=oa.1103685093100014&type=3,,,
residencial ,Daños,,del valle,patricio sanz 612,,,,,,,"https://www.google.com.mx/maps/place/Calle+Patricio+Sanz+612,+Col+del+Valle+Centro,+03100+Ciudad+de+M%C3%A9xico,+CDMX/@19.3915996,-99.1707051,19z/data=!4m5!3m4!1s0x85d1ff737381ff43:0x7d7fcf4ebaf0dd2e!8m2!3d19.3915946!4d-99.1701579",,19.3915996000,-99.1707051000,cdmx,,,,,,
residencial,derrumbe,,Del Valle,Escocia y Nicolas San Juan,,,,,,,https://goo.gl/maps/JfgW54Rzhb12,,,-99.1646490000,Ciudad de México ,,"solicitan mazos, seguetas, picos para ayuda rescatistas por edificación derrumbada",,,,
residencial,derrumbe,,Del Valle,Patricio Sans ,50,,,,,,https://goo.gl/maps/zAQ7u78dCWz,,,-99.1707418000,Ciudad de México ,Edificio derrumbado,,,,,
residencial,derrumbe,,Hipódromo Condesa,Calle Amsterdam y Laredo,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,"https://www.google.com/maps/place/Ardente,+Pizzeria+Napoletana/@19.4129105,-99.171218,20z/data=!4m13!1m7!3m6!1s0x85d1ff4126ec65d1:0xf90fffbf74dd0300!2sCalle+Amsterdam+%26+Calle+Laredo,+Hip%C3%B3dromo,+06100+Ciudad+de+M%C3%A9xico,+CDMX,+M%C3%A9xico!3b1!8m2!3d19.4128991!4d-99.1708787!3m4!1s0x0:0xcae4a433ba1ea04f!8m2!3d19.4130748!4d-99.1709796","Calle Amsterdam y Laredo , Hipódromo Condesa",19.4128991000,-99.1708787000,,,,,,,
,derrumbe,,"Los Girasoles, Coyoacán",Rancho de los Arcos y Calzada del Hueso,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,,"Rancho de los Arcos y Calzada del Hueso , Los Girasoles, Coyoacán",19.3033084000,-99.1228743000,,,,,,,
Fuente del Pescador,daño menor,,Naucalpan,Fuente del Pescador,,,,,,,https://goo.gl/maps/aqkJjRsUQEC2,,19.4006283000,-99.2567572000,Edo Mex,,,https://www.facebook.com/media/set/?set=oa.1103689256432931&type=3,,,
,derrumbe,,"Prado Churubusco, Iztapalapa",Ermita Iztapalapa y Calzada de la Viga,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,,"Ermita Iztapalapa y Calzada de la Viga , Prado Churubusco, Iztapalapa",19.3577373000,-99.1217316000,,,,,,,
Laboratorio,daño mayor,,Roma,Valladolid y Puebla,,,,,,,"https://www.google.com/maps/place/Puebla+%26+Valladolid,+Roma+Nte.,+06700+Ciudad+de+M%C3%A9xico,+CDMX,+Mexico/@19.4213454,-99.1707799,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff4817cea6a5:0xde36b2ff15e981cf!8m2!3d19.4213454!4d-99.1685912",,,-99.1707799000,Ciudad de México ,,Laboratorio requiere equipo especializado en manejo de residuo,,,,
,derrumbe,,San Gregorio Atlapulco,,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,,,,,,,,,,,
,derrumbe,,San Gregorio Atlapulco,,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,https://goo.gl/maps/VEMEHfvTwY,,,,CDMX,,"Necesitan todo tipo de ayuda, la misma gente del pueblo es la que está ayudando en lo que puede ",,,,
,Derrumbe,,Santa Cruz Acalpixca,,,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información,https://goo.gl/maps/66wGcpZj1UN2,,,,CDMX,,"Necesitan todo tipo de ayuda, la misma gente del pueblo está ayudando en lo que puede",,,,
,daño mayor,,,Metro San Antonio Abad,,Personas atrapadas,No se tiene información,No se tiene información,No se tiene información,No se tiene información,"https://www.google.com/maps/place/San+Antonio+Abad/@19.4151162,-99.1366124,17z/data=!4m5!3m4!1s0x0:0x40eff04a0088c510!8m2!3d19.4159055!4d-99.134295","Metro San Antonio Abad , ",19.4158787000,-99.1346114000,,,,,,,
Aeropuerto Internacional de al Ciudad de México,Daño Mayor,,,,,,,,,,"https://www.google.com.mx/maps/place/Mexico+City+International+Airport+(MEX)/@19.4240967,-99.0865854,16z/data=!4m5!3m4!1s0x85d1fc77bd93229f:0x2d07ef561bad244!8m2!3d19.4360762!4d-99.0719083?hl=en",,19.4240967000,-99.0865854000,Ciudad de México,,,,,,
escolar,derrumbe,,,,,,,,,,"https://www.google.com.mx/maps/place/COLEGIO+MONTESQUIEU/@19.3165082,-99.1368913,17z/data=!3m1!4b1!4m5!3m4!1s0x85ce01c80842de07:0xa690652f6182a230!8m2!3d19.3165082!4d-99.1347026?hl=es-419",,19.3165082000,-99.1368913000,,,,,,,
Soriana Taxqueña,Derrumbe,,,,,,,,,,"https://www.google.com.mx/maps/place/Soriana+H%C3%ADper+-+Tlalpan/@19.3428605,-99.1437585,17z/data=!3m1!4b1!4m5!3m4!1s0x85ce005253e6f07b:0xb5b94939835ba6ec!8m2!3d19.3428555!4d-99.1415698",,19.3428605000,-99.1437585000,Ciudad de México ,,,,,,
,derrumbe,,,,,,,,,,"https://www.google.com.mx/maps/place/Gral.+Emiliano+Zapata,+Portales+Oriente,+Ciudad+de+M%C3%A9xico,+CDMX/@19.3688387,-99.1542455,16z/data=!4m5!3m4!1s0x85d1ffb41d1800c5:0x24d6d30a6601b059!8m2!3d19.363879!4d-99.1402551",,19.3640080000,-99.1402430000,CDMX,,,,,,
Edificio Servicio Nacional del Empleo,,,,,,,,,,,"https://www.google.com.mx/maps/place/Servicio+Nacional+de+Empleo/@19.3932744,-99.1600168,15.83z/data=!4m8!1m2!2m1!1sEdificio+Servicio+Nacional+del+Empleo,+mexico!3m4!1s0x85d1ff054f02c1f3:0xbe09096a78cf92b0!8m2!3d19.3964672!4d-99.1557153?hl=es-419",,19.3977465000,-99.1634051000,,,,,,,
residencial,daño mayor,,,genova ,37,,,,,,"https://www.google.com.mx/maps/place/Calle+Genova+37,+Ju%C3%A1rez,+06600+Ciudad+de+M%C3%A9xico,+CDMX/@19.4267575,-99.1664587,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff343006c05d:0xa35c6fb2a6d6db49!8m2!3d19.4267525!4d-99.16427",,19.4267575000,-99.1664587000,Ciudad de México,,,,,,
